10,10,2.15278173472,0,2.30258509299,2.30258509299,5.0
20,18,2.44053757201,0,2.99573227355,2.8903717579,10.6301458127
30,28,2.89679761633,0,3.40119738166,3.33220451018,14.8660687473
40,36,3.07417429289,0,3.68887945411,3.58351893846,14.8660687473
50,44,3.23772294928,0,3.91202300543,3.78418963392,17.691806013
60,54,3.51857551182,0,4.09434456222,3.98898404656,29.0
70,61,3.58632333746,0,4.24849524205,4.11087386417,30.4138126515
80,69,3.71097534862,0,4.38202663467,4.2341065046,36.0693775937
90,79,3.92778165587,0,4.49980967033,4.36944785247,41.7252920901
100,87,4.03198820171,0,4.60517018599,4.46590811865,44.5533388199
