100000,5525,1.5175625105530441,25,11.512925464970229,8.617038526385954,11.512925464970229,4.345825286576695
200000,8666,1.587551185033235,32,12.206072645530174,9.067162602299854,12.206072645530174,4.551711544815053
300000,11483,1.6623661736564326,37,12.611537753638338,9.34862295977619,12.611537753638338,4.696872337860688
400000,13889,1.7024624362647003,40,12.89921982609012,9.53885243891622,12.89921982609012,4.783342630726467
